	dat_clust
695	43.92462015
696	28.16105912
697	47.86883281
698	47.11660964
699	54.87160108
700	68.17692856
701	20.77564235
702	81.12000684
703	29.83783602
704	49.18182644
705	62.86602568
706	6.150935098
707	25.56038563
708	16.88818341
709	25.11315018
710	80.27475016
711	93.40283194
712	88.31570719
713	25.42388127
714	24.96273331
715	46.75757323
716	7.876374489
717	32.46454831
718	84.70319921
719	11.79478311
720	27.76957569
721	124.7732511
722	125.6962711
723	83.60115933
724	15.95664987
725	52.90651795
726	19.16932417
727	52.63185713
728	69.67182198
729	19.56679689
730	49.30651827
731	40.2486503
732	12.42353411
733	17.3980391
734	58.24796022
735	117.1860376
736	28.99837419
737	104.9607218
738	5.198316394
739	20.50560714
740	18.2635768
741	42.83087023
742	58.49870794
743	40.80254928
744	95.42479306
745	28.76807268
746	71.57782479
747	3.325536723
748	96.66464269
749	38.63294157
750	27.62549858
751	34.19492276
752	86.98539464
753	69.0896268
754	20.78554148
755	31.82406694
756	57.28631286
757	60.31838589
758	12.24094233
759	31.09812401
760	49.09365115
761	51.64569512
762	18.82907449
763	33.20049358
764	4.846558563
765	222.5254987
766	57.61305982
767	90.73097799
768	3.087549139
769	13.56765089
770	16.2902708
771	27.44108061
772	73.48277726
773	144.5160931
774	36.57623525
775	12.62832988
776	32.49074557
777	182.3457056
778	54.91447386
779	29.79458332
780	6.229086996
781	7.746638471
782	32.14812132
783	75.86931884
784	52.1997694
785	11.57789213
786	43.31793272
787	35.08358749
788	27.68904267
789	79.70689776
790	60.21548285
791	46.04206306
792	108.6085253
793	16.75885873
794	31.57980815
795	28.0713449
796	36.20678054
797	71.92137506
798	9.750451723
799	2.100022776
800	52.92972179
801	60.51774468
802	27.66838649
803	52.15785408
804	17.60382632
805	7.799990003
806	23.59972345
807	35.88563957
808	27.30445766
809	3.00935126
810	3.228713745
811	59.93873526
812	28.15641828
813	43.48861734
814	10.10241809
815	37.39937723
816	18.94675149
817	23.55395679
818	44.57993863
819	50.29296453
820	37.55767391
821	134.7914294
822	91.3028902
823	122.3701802
824	51.51139726
825	25.28307219
826	26.21849531
827	49.13839125
828	57.57705357
829	76.7279321
830	50.50572043
831	12.18096441
832	14.17633772
833	46.3793324
834	63.94926929
835	32.81919444
836	46.45815976
837	31.96888943
838	212.7011036
839	70.36495103
840	4.467025462
841	13.59975412
842	39.27077025
843	99.77493599
844	27.30623188
845	76.48882512
846	38.7403178
847	9.521704958
848	61.99777322
849	68.87299948
850	20.91944788
851	56.13752098
852	23.71311403
853	135.0354743
854	13.62404531
855	92.6018404
856	20.81919989
857	13.22333085
858	60.53704847
859	35.27356972
860	55.7462766
861	33.41168151
862	45.61988343
863	16.75680836
864	14.27645452
865	41.377146
866	65.78388919
867	23.62211807
868	31.29737335
869	129.3511712
870	12.37249702
871	13.56768426
872	14.8495687
873	88.01049966
874	25.95006242
875	13.973967
876	7.602596765
877	33.89103637
878	91.97257563
879	179.507873
880	35.37200893
881	20.56819988
882	23.15095282
883	29.51278217
884	13.6994107
885	22.93699984
886	10.14715123
887	8.362119336
888	35.99451655
889	18.15452076
890	29.65111253
891	83.39006206
892	30.37207798
893	12.96315033
894	113.7786765
895	132.2101089
896	113.4492605
897	67.29232972
898	33.59240669
899	200.0266508
900	29.19025291
901	49.29975538
902	6.813795122
903	10.58509738
904	16.37329918
905	96.65659522
906	4.977235763
907	46.42098331
908	8.851996596
909	93.71573557
910	60.2001068
911	15.19534306
912	36.64502218
913	43.60087012
914	4.568515536
915	18.88044028
916	58.07278275
917	24.71539496
918	23.54799084
919	70.77764252
920	33.55712611
921	22.38454603
922	94.84515927
923	14.16487399
924	34.53612566
925	77.0947216
926	51.65922158
927	12.2084339
928	14.26334638
929	40.27206244
930	32.82483322
931	7.09871851
932	47.27820516
933	43.245443
934	62.19822742
935	51.35620494
936	94.36945577
937	110.1149528
938	33.38196965
939	9.761467384
940	24.61871867
941	35.75219144
942	24.74906505
943	27.2274226
944	9.369340544
945	120.3151489
946	15.83748097
947	51.10487048
948	2.595669904
949	18.09086139
950	17.32283962
951	32.59781935
952	0.981911584
953	10.60415401
954	38.05362118
955	54.82330236
956	17.95973773
957	76.52714319
958	15.22392695
959	65.50719504
960	149.6199503
961	84.45126496
962	12.14997322
963	59.81009479
964	36.60057494
965	31.63188895
966	63.66728725
967	1.434315688
968	55.37122271
969	4.929022351
970	47.91418825
971	3.693159515
972	115.297525
973	42.51285355
974	41.73907478
975	64.74517698
976	51.43228098
977	11.80757836
978	36.80691033
979	54.31093609
980	4.270163826
981	5.826830373
982	6.560625549
983	49.24329552
984	43.8761709
985	53.63538243
986	13.95771854
987	23.94278826
988	32.23298111
989	7.41547896
990	81.53590152
991	81.55104327
992	1.988650431
993	4.745480769
994	70.37383289
995	61.18843948
996	34.43487027
997	34.51262954
998	51.75543322
999	26.16961887
1000	39.37704187
1001	98.77162429
1002	65.03168678
1003	17.88738633
1004	10.85930125
1005	234.3160018
1006	36.19568772
1007	39.90244583
1008	106.7400468
1009	20.01133227
1010	3.313418278
1011	28.22970228
1012	29.20023138
1013	34.83243774
1014	50.74778736
1015	11.54428275
1016	46.18066842
1017	109.7357774
1018	29.06633705
1019	26.74002377
1020	63.99612759
1021	29.19569196
1022	35.79360509
1023	16.77876323
1024	119.6249021
1025	10.41434946
1026	68.0768101
1027	14.27878078
1028	15.62850071
1029	23.71035735
1030	54.24218929
1031	20.96093584
1032	21.93399156
1033	39.73814303
1034	4.896530932
1035	19.00316286
1036	60.5435246
1037	11.11798937
1038	45.1954489
1039	33.81824733
1040	12.96924191
1041	14.86507715
1042	12.0270497
1043	11.1270055
1044	210.8533038
1045	5.341163535
1046	6.931285712
1047	45.66598397
1048	12.8304057
1049	50.1772208
1050	79.58088338
1051	37.20089699
1052	52.21000134
1053	7.508139756
1054	4.565179353
1055	23.71916121
1056	15.55630296
1057	18.34908689
1058	42.88622184
1059	9.21425848
1060	14.20185484
1061	12.32043304
1062	21.67351841
1063	25.849895
1064	47.61396693
1065	102.5880338
1066	31.64436759
1067	53.83849817
1068	25.95270889
1069	45.81540455
1070	13.06561341
1071	45.44385501
1072	16.38493493
1073	33.23177961
1074	7.138459308
1075	32.18772939
1076	23.47894093
1077	6.277452207
1078	44.11611862
1079	74.65634226
1080	20.17476002
1081	36.570899
1082	50.97003101
1083	8.223745343
1084	8.488423847
1085	71.98503501
1086	19.26777524
1087	15.43551719
1088	17.10008293
1089	18.69905331
1090	38.27878732
1091	13.44839733
1092	13.29434548
1093	8.061850164
1094	14.13995194
1095	72.46625113
1096	21.33016815
1097	56.47942561
1098	7.610796987
1099	33.66107082
1100	60.43548346
1101	76.25510278
1102	18.58201967
1103	55.31895503
1104	12.58081729
1105	60.32668902
1106	40.3163297
1107	11.43989789
1108	80.93905422
1109	11.49025173
1110	33.70706633
1111	125.2696707
1112	31.51889001
1113	6.710839144
1114	100.7149996
1115	17.27269699
1116	34.34529949
1117	33.29240636
1118	47.27858684
1119	28.23492659
1120	107.7408412
1121	6.029915857
1122	27.84839604
1123	18.31174579
1124	24.51141502
1125	35.16504668
1126	3.571661796
1127	18.78551159
1128	24.77857306
1129	13.16586138
1130	47.13031059
1131	11.89233129
1132	4.186988924
1133	15.54373282
1134	18.89823688
1135	57.11966339
1136	0.374721994
1137	25.7636087
1138	32.00172656
1139	90.14037036
1140	12.0961043
1141	77.84621797
1142	54.73837229
1143	60.31786237
1144	4.899539411
1145	18.18059828
1146	157.5586433
1147	82.24787801
1148	45.88485348
1149	123.9699849
1150	24.62207519
1151	1.656352768
1152	11.43081383
1153	54.96702731
1154	44.44637174
1155	5.606189855
1156	19.20451935
1157	47.22861573
1158	127.9062522
1159	8.79618346
1160	27.98594832
1161	7.178926225
1162	35.01074818
1163	61.01666521
1164	53.47781885
1165	45.58744475
1166	15.84135498
1167	29.88557261
1168	90.38321766
1169	36.16634054
1170	13.44305649
1171	53.19774497
1172	33.75462246
1173	3.414480517
1174	75.30038199
1175	98.35499769
1176	61.50868072
1177	81.48862524
1178	25.88761131
1179	22.26944026
1180	53.08443208
1181	25.01785394
1182	22.01301617
1183	12.20217799
1184	37.91359005
1185	52.67650523
1186	52.08545594
1187	65.12308681
1188	16.91210407
1189	37.73879443
1190	24.64692637
1191	25.52877126
1192	135.6492931
1193	14.56282471
1194	14.41846093
1195	91.47344957
1196	117.3974542
1197	66.15287546
1198	92.99363344
1199	44.30224862
1200	6.299933539
1201	66.6349198
1202	51.00788422
1203	78.18895228
1204	90.57975582
1205	53.73475331
1206	47.92588965
1207	7.797595508
1208	5.500339103
1209	13.62251552
1210	9.599209782
1211	8.114308377
1212	95.07455085
1213	30.92605752
1214	24.9718074
1215	19.5458308
1216	13.69373758
1217	16.36709683
1218	4.986195266
1219	38.79724214
1220	36.75126957
1221	17.97413048
1222	29.06962701
1223	55.00382748
1224	33.1063311
1225	92.00670754
1226	21.93541944
1227	2.560688514
1228	14.7649746
1229	14.13741268
1230	34.27044199
1231	11.15538931
1232	11.13469485
1233	20.21928993
1234	66.15860966
1235	2.279284912
1236	17.91333097
1237	30.90567149
1238	18.13239268
1239	35.8445965
1240	90.94124528
1241	41.26980014
1242	76.61049384
1243	136.0746189
1244	61.51911423
1245	35.18255723
1246	70.85630191
1247	33.67339831
1248	22.40926491
1249	41.41497807
1250	82.69962587
1251	43.01070198
1252	10.75574739
1253	32.21426122
1254	28.03277747
1255	36.22558296
1256	41.8935376
1257	34.88883988
1258	10.81928184
1259	33.25490517
1260	32.72552071
1261	28.54286994
1262	109.5508918
1263	84.66698438
1264	12.08031292
1265	41.60451557
1266	14.61087228
1267	130.7237881
1268	2.728077914
1269	60.05844094
1270	51.32150919
1271	41.78239388
1272	53.38588094
1273	17.48817666
1274	23.04539416
1275	11.49295188
1276	46.84171225
1277	9.805058174
1278	4.04055503
1279	20.48599648
1280	68.34325683
1281	43.91128039
1282	160.2531519
1283	6.308501813
1284	2.469126905
1285	31.42573647
1286	46.19499956
1287	4.177131281
1288	15.63281942
1289	44.53762092
1290	51.85158987
1291	43.5798709
1292	23.73575012
1293	48.00208766
1294	49.09061616
1295	53.26992489
1296	11.57226165
1297	39.65525619
1298	62.80210242
1299	23.0948621
1300	17.54162168
1301	27.38830372
1302	117.1612809
1303	42.84504762
1304	43.84707111
1305	4.319465794
1306	71.66092465
1307	23.08746588
1308	13.35551455
1309	37.73317712
1310	22.67186777
1311	77.14150886
1312	99.77199183
1313	97.62627402
1314	20.5071354
1315	94.50419516
1316	67.76512997
1317	25.00439861
1318	23.34598288
1319	27.27903552
1320	5.618343763
1321	13.06191461
1322	2.738904545
1323	2.795258185
1324	107.4018548
1325	28.49015714
1326	93.13534634
1327	75.72425032
1328	2.088301417
1329	34.95917338
1330	83.31175271
1331	84.35709826
1332	29.97710085
1333	16.1250683
1334	86.08957572
1335	27.30845862
1336	20.06315171
1337	0.11292535
1338	35.76850675
1339	28.0895011
1340	45.17017334
1341	70.36758136
1342	77.68708539
1343	5.455600384
1344	9.25667285
1345	56.09033009
1346	33.3140642
1347	137.3490693
1348	27.37016544
1349	7.701838591
1350	21.70523698
1351	125.0669047
1352	35.56727218
1353	77.48894603
1354	34.71302493
1355	182.9742075
1356	74.95233413
1357	13.04623304
1358	26.9324738
1359	33.36488043
1360	13.75978447
1361	10.86571613
1362	1.986139573
1363	35.57259598
1364	68.17413037
1365	10.73355835
1366	127.3767771
1367	12.8307409
1368	39.64170126
1369	25.98977227
1370	19.74322181
1371	26.71699859
1372	15.51512864
1373	17.30153256
1374	151.8424891
1375	21.21114171
1376	15.24786744
1377	78.4304653
1378	10.61604625
1379	18.17236625
1380	59.98165451
1381	64.6279285
1382	4.829641957
1383	81.28296426
1384	40.26061101
1385	13.33420834
1386	65.68098402
1387	60.79533671
1388	130.1092289
1389	26.58328326
1390	27.54709911
1391	74.77459082
1392	41.78163589
1393	70.08493337
1394	18.19161841
1395	17.28701182
1396	61.2004254
1397	28.67238384
1398	30.75593027
1399	21.29151117
1400	7.106467289
1401	134.3340912
1402	10.60883172
1403	65.82659481
1404	11.38543239
1405	7.505224721
1406	16.7822921
1407	88.02234028
1408	36.53376546
1409	17.82465585
1410	84.45680784
1411	66.10771639
1412	13.95986375
1413	10.14793454
1414	30.26317321
1415	75.93848968
1416	2.38846121
1417	77.6602374
1418	54.06223253
1419	5.568759494
1420	19.17718159
1421	23.8048809
1422	11.46491675
1423	35.35783266
1424	134.9568214
1425	19.01574203
1426	37.918336
1427	22.61037447
1428	36.42673779
1429	3.223937721
1430	52.87824508
1431	21.47081221
1432	36.09527404
1433	259.2068595
1434	66.88234327
1435	36.28733035
1436	42.74946203
1437	30.69101665
1438	2.594573399
1439	80.05898177
1440	3.654274691
1441	35.49293285
1442	14.8948609
1443	32.74359923
1444	18.96856756
1445	9.929281594
1446	30.73017314
1447	1.698340346
1448	42.18071712
1449	47.60626487
1450	27.61895132
1451	72.01606122
1452	44.2793438
1453	83.27901407
1454	46.63952936
1455	32.05905479
1456	13.0160662
1457	16.76191491
1458	20.86058019
1459	14.69145808
1460	43.48648156
1461	36.73361584
1462	6.516729526
1463	20.69338704
1464	39.99816461
1465	18.52789918
1466	83.61430127
1467	27.8499276
1468	6.823054052
1469	71.06176118
1470	65.53173501
1471	78.8094143
1472	42.82682955
1473	11.23215677
1474	48.93116326
1475	5.282179331
1476	102.1735581
1477	62.74207809
1478	74.15532259
1479	43.44622097
1480	24.60109521
1481	183.314539
1482	15.18643889
1483	11.69438497
1484	6.606481954
1485	17.16451323
1486	23.11015635
1487	4.352313652
1488	35.76815158
1489	55.29604819
1490	55.18967387
1491	51.25667201
1492	122.7137729
1493	55.45828378
1494	15.10135048
1495	32.67956228
1496	241.9381115
1497	5.903190174
1498	12.02145705
1499	27.2770992
1500	14.17816358
1501	68.40837069
1502	33.13085239
1503	57.49759786
1504	93.47139498
1505	3.671560496
1506	46.11716578
1507	31.65134647
1508	10.96546097
1509	9.024068404
1510	121.0357809
1511	59.2694411
1512	49.7981267
1513	9.664440283
1514	33.93665172
1515	40.59162768
1516	105.3452215
1517	39.96621745
1518	32.5042641
1519	7.714120801
1520	77.48680242
1521	48.15359778
1522	187.4489154
1523	57.91315072
1524	55.00514113
1525	55.97272997
1526	24.17659652
1527	29.15540977
1528	76.8949259
1529	101.9828207
1530	10.11472407
1531	20.83204962
1532	34.74832829
1533	33.52330638
1534	10.7823629
1535	31.24249193
1536	4.285711329
1537	9.911251442
1538	45.95630552
1539	8.222425086
1540	27.48230114
1541	16.8527337
1542	64.92939486
1543	37.29316654
1544	79.38664339
1545	5.731730048
1546	11.52139616
1547	68.0328485
1548	12.1156906
1549	44.96738329
1550	23.382473
1551	68.62109392
1552	1.636960062
1553	20.98719494
1554	48.35666907
1555	39.22971949
1556	22.48749442
1557	58.41359305
1558	17.72851929
1559	20.32327427
1560	33.0347958
1561	11.11549093
1562	54.01120815
1563	142.8483031
1564	29.14146776
1565	32.28144381
1566	31.5604931
1567	131.3054578
1568	94.12425543
1569	24.84586408
1570	38.20883996
1571	10.38861209
1572	51.22882784
1573	23.97571614
1574	39.13146441
1575	5.963322579
1576	54.38200053
1577	2.873898123
1578	90.66292174
1579	74.70621146
1580	80.21819916
1581	23.67174366
1582	48.46956755
1583	87.0902071
1584	73.99146769
1585	66.72384884
1586	19.38851124
1587	138.7878521
1588	19.39570339
1589	34.86086922
1590	89.53773481
1591	44.17815003
1592	115.0815468
1593	107.4732246
1594	107.1475588
1595	78.98442352
1596	22.23666676
1597	90.76240672
1598	19.96033997
1599	17.04770094
1600	11.47843209
1601	52.86864317
1602	19.89491359
1603	101.3945244
1604	76.95218295
1605	11.45259615
1606	32.5136808
1607	124.4041678
1608	55.94685732
1609	50.76129123
1610	77.13543485
1611	4.753050339
1612	57.69062045
1613	28.30786947
1614	20.7502239
1615	10.12977683
1616	23.88714939
1617	13.0703263
1618	90.48959703
1619	12.53218057
1620	64.25835985
1621	32.87432172
1622	9.126149383
1623	8.554921989
1624	169.5495408
1625	9.353126979
1626	88.54456804
1627	30.50622468
1628	22.19454904
1629	85.23728579
1630	8.212371038
1631	7.567055528
1632	20.28049731
1633	25.23582809
1634	35.4211482
1635	33.85975143
1636	12.53226344
1637	8.096132475
1638	71.45337528
1639	187.861047
1640	23.43499078
1641	28.16497274
1642	26.10355612
1643	83.08835909
1644	38.3212181
1645	25.01461715
1646	14.86385329
1647	7.667810308
1648	29.89358312
1649	48.75822625
1650	57.64763189
1651	29.55112653
1652	37.93699392
1653	12.53042353
1654	40.65544979
1655	87.03365054
1656	11.36702086
1657	7.785146644
1658	54.95315999
1659	39.01627216
1660	64.96099585
1661	0.727207737
1662	35.14814619
1663	39.44798445
1664	87.69664272
1665	51.61847345
1666	44.86053214
